ID,Delivery_person_ID,Delivery_person_Age,Delivery_person_Ratings,Restaurant_latitude,Restaurant_longitude,Delivery_location_latitude,Delivery_location_longitude,Order_Date,Time_Orderd,Time_Order_picked,Weatherconditions,Road_traffic_density,Vehicle_condition,Type_of_order,Type_of_vehicle,multiple_deliveries,Festival,City,Time_taken(min),Restaurant_address,Delivery_address
7F00,MYSRES01DEL03,38,4.7,12.311072,76.654878,12.371072,76.714878,09-03-2022,22:40:00,22:45:00,conditions Sunny,Low ,2,Buffet ,electric_scooter ,0,No ,Metropolitian ,(min) 11,"RRR Hotel, Gandhi Square, Mandi Mohalla, Mysuru, Mysuru taluk, Mysuru, Karnataka, 570001, India","Hebbadi Hundi, Srirangapattana taluk, Mandya, Karnataka, 570020, India"
92C3,VADRES20DEL02,34,4.5,22.311358,73.164798,22.361358,73.214798,30-03-2022,19:45:00,19:50:00,conditions Sunny,Jam ,1,Meal ,motorcycle ,0,No ,NaN ,(min) 24,"Vadodara Rural Taluka, Vadodara, Gujarat, 390007, India","Vadodara, Vadodara Rural Taluka, Vadodara, Gujarat, 390001, India"
ACAE,INDORES13DEL03,35,4.8,22.745049,75.892471,22.775049,75.922471,28-03-2022,23:00:00,23:15:00,conditions Cloudy,Low ,0,Snack ,motorcycle ,1,No ,Metropolitian ,(min) 22,"Indore City, Indore, Juni Indore Tahsil, Indore, Madhya Pradesh, 452001, India","Chanda, Indore, Juni Indore Tahsil, Indore, Madhya Pradesh, 452001, India"
83C1,HYDRES15DEL03,27,4.5,17.45971,78.368855,17.51971,78.428855,03-04-2022,00:00:00,00:10:00,conditions Stormy,Low ,2,Buffet ,scooter ,0,No ,Metropolitian ,(min) 16,"Heart Cup Coffee, B 7 & 8, Hitec City - Kondapur Main Road, jubliee gardens, Ward 107 Madhapur, Greater Hyderabad Municipal Corporation West Zone, Hyderabad, Serilingampalle mandal, Ranga Reddy, Telangana, 500084, India","Usha Mullapudi Cardiac Centre, umcc, Prakasam Pantulu Nagar, Ward 125 Gajularamaram, Greater Hyderabad Municipal Corporation North Zone, Hyderabad, Quthbullapur mandal, Medchal–Malkajgiri, Telangana, 500055, India"
B39E,SURRES13DEL03,27,4.5,21.170096,72.789122,21.230096,72.849122,15-03-2022,23:00:00,23:15:00,conditions Fog,Low ,0,Drinks ,motorcycle ,0,No ,Urban ,(min) 16,"Majura Taluka, Surat, Gujarat, 395007, India","Surat, Katargam Taluka, Surat, Gujarat, 394107, India"
C28,CHENRES19DEL02,20,5,12.986047,80.218114,13.036047,80.268114,15-03-2022,21:10:00,21:25:00,conditions Stormy,Jam ,1,Snack ,motorcycle ,NaN ,No ,Metropolitian ,(min) 16,"Velachery Bypass Road, Gangai Nagar, Ward 177, Zone 13 Adyar, Chennai, Tamil Nadu, 600042, India","RK Mutt Road, Ward 124, Zone 9 Teynampet, Chennai, Tamil Nadu, 600001, India"
2ACA,MUMRES04DEL02,25,4.7,19.254567,72.848923,19.304567,72.898923,07-03-2022,17:10:00,17:20:00,conditions Stormy,Medium ,0,Meal ,motorcycle ,1,No ,Metropolitian ,(min) 24,"Holy Cross Road, I C Colony, R/N Ward, Zone 4, Mumbai Suburban, Maharashtra, 400092, India","Mumbai Delhi Highway, Vasai-Virar, Vasai Taluka, Palghar, Maharashtra, 401301, India"
3CEA,COIMBRES16DEL01,36,4.4,11.010375,76.95295,11.120375,77.06295,29-03-2022,19:20:00,19:30:00,conditions Sandstorms,Jam ,2,Snack ,electric_scooter ,1,No ,Metropolitian ,(min) 37,"Thiruvenkatasamy (TV Samy) Road, Ward 23, West Zone, Coimbatore South, Coimbatore, Tamil Nadu, 641002, India","Coimbatore North, Coimbatore, Tamil Nadu, 641107, India"
92CC,SURRES12DEL01,20,4.8,21.183434,72.814492,21.253434,72.884492,06-03-2022,17:20:00,17:30:00,conditions Fog,Medium ,2,Drinks ,scooter ,1,No ,Metropolitian ,(min) 36,"Surat, Chorasi Taluka, Surat, Gujarat, 395001, India","Adajan Taluka, Surat, Gujarat, 394105, India"
BD39,VADRES05DEL01,24,4.7,22.310526,73.170937,22.380526,73.240937,25-03-2022,20:25:00,20:40:00,conditions Windy,Jam ,1,Buffet ,scooter ,1,No ,NaN ,(min) 15,"RC Dutt Road, Alkapuri, Vadodara, Vadodara Rural Taluka, Vadodara, Gujarat, 390001, India","Vadodara, Vadodara Rural Taluka, Vadodara, Gujarat, 390001, India"
26FA,PUNERES19DEL01,22,4.1,18.563934,73.915367,18.603935,73.955367,11-03-2022,12:40:00,12:50:00,conditions Windy,High ,0,Buffet ,motorcycle ,0,No ,Metropolitian ,(min) 31,"Pune City, Pune, Maharashtra, 411011, India","Haveli, Pune, Maharashtra, 411023, India"
24A0,CHENRES18DEL01,26,4.7,12.981615,80.231598,12.991615,80.241598,01-03-2022,09:45:00,10:00:00,conditions Stormy,Low ,1,Drinks ,scooter ,0,No ,Metropolitian ,(min) 15,"Baby Nagar, CMWSSB Division 179, Zone 13 Adyar, Chennai, Tamil Nadu, 600042, India","Indian Institute of Technology Madras, 3rd Main Road, Dandhesswaram, Ward 179, Zone 13 Adyar, Chennai, Tamil Nadu, 600036, India"
B050,CHENRES14DEL01,38,4.7,13.026279,80.174568,13.066279,80.214568,01-04-2022,13:40:00,13:45:00,conditions Stormy,High ,2,Drinks ,motorcycle ,0,No ,Metropolitian ,(min) 29,"Mount - Poonamallee - Avadi Road, Ward 154, Zone 11 Valasaravakkam, Zone 12 Alandur, Ambattur, Thiruvallur, Tamil Nadu, 600089, India","NGO Colony, Ward 108, Zone 8 Anna Nagar, Chennai, Tamil Nadu, 600001, India"
C636,KOLRES14DEL01,37,5,22.552996,88.35231,22.592996,88.39231,13-02-2022,13:40:00,13:45:00,conditions Stormy,High ,1,Buffet ,motorcycle ,1,No ,Metropolitian ,(min) 32,"Backpacker's Park, 47, Park Street, Dharmatala, Kolkata, West Bengal, 700016, India","Ultadanga, Kolkata, Barrackpore, Kolkata, West Bengal, 700067, India"
9060,JAPRES02DEL01,31,5,26.914142,75.805704,26.954142,75.845704,03-03-2022,13:35:00,13:50:00,conditions Stormy,High ,2,Snack ,electric_scooter ,1,No ,Metropolitian ,(min) 26,"Ahinsa Circle, Jaipur, Jaipur Municipal Corporation, Jaipur Tehsil, Jaipur, Rajasthan, 302001, India","Jal Mahal, Amer Road, Brahmapuri, Jaipur, Jaipur Municipal Corporation, Jaipur Tehsil, Jaipur, Rajasthan, 302001, India"
8912,VADRES06DEL03,25,4.9,22.31279,73.170283,22.37279,73.230283,07-03-2022,18:15:00,18:30:00,conditions Sunny,Medium ,0,Buffet ,motorcycle ,0,No ,Metropolitian ,(min) 20,"Alkapuri, Vadodara, Vadodara Rural Taluka, Vadodara, Gujarat, 390001, India","Vadodara, Vadodara Rural Taluka, Vadodara, Gujarat, 390001, India"
7850,INDORES06DEL03,23,4.4,22.728163,75.884212,22.788163,75.944212,05-03-2022,19:30:00,19:40:00,conditions Stormy,Jam ,0,Meal ,motorcycle ,1,No ,Metropolitian ,(min) 32,"Indore City, Indore, Juni Indore Tahsil, Indore, Madhya Pradesh, 452001, India","Arandiya, Kanadiya Tahsil, Indore, Madhya Pradesh, India"
A61F,COIMBRES04DEL03,32,4.9,11.024839,77.007003,11.084839,77.067003,01-04-2022,17:35:00,17:45:00,conditions Cloudy,Medium ,2,Meal ,scooter ,NaN ,No ,Metropolitian ,(min) 19,"Peelamedu, Ward 38, North Zone, Coimbatore South, Coimbatore, Tamil Nadu, 641004, India","Vellanaipatti, Coimbatore North, Coimbatore, Tamil Nadu, 641062, India"
A773,RANCHIRES12DEL01,28,4.6,0.0,0.0,0.07,0.07,02-03-2022,19:15:00,19:20:00,conditions Fog,Jam ,1,Drinks ,scooter ,1,No ,Metropolitian ,(min) 40,,
1B92,VADRES12DEL01,37,4.9,0.0,0.0,0.01,0.01,24-03-2022,10:10:00,10:20:00,conditions Fog,Low ,2,Drinks ,scooter ,NaN ,No ,Metropolitian ,(min) 18,,
441B,INDORES09DEL01,39,4.2,22.725835,75.887648,22.835835,75.997648,31-03-2022,20:45:00,21:00:00,conditions Fog,Jam ,2,Snack ,scooter ,3,No ,Metropolitian ,(min) 44,"Old A. B. Road, Indore City, Indore, Juni Indore Tahsil, Indore, Madhya Pradesh, 452001, India","Kadwali Khurd, Sanwer Tahsil, Indore, Madhya Pradesh, India"
B319,BANGRES11DEL03,31,4.9,12.934365,77.616155,12.964365,77.646155,17-03-2022,20:00:00,20:15:00,conditions Stormy,Jam ,0,Meal ,motorcycle ,0,Yes ,Urban ,(min) 49,"Patton House 2, 4th Cross, 4th B Cross Road, Koramangala 5th Block, Koramangala, Bangalore South, Bengaluru Urban, Karnataka, 560095, India","1st Main Road, HAL 3rd Stage, Kodihalli, Bangalore East, Bengaluru Urban, Karnataka, 560008, India"
BF2E,DEHRES03DEL03,NaN ,NaN ,30.335259,78.053162,30.425259,78.143162,12-02-2022,NaN ,18:55:00,conditions Sunny,Medium ,2,Meal ,electric_scooter ,1,No ,Urban ,(min) 18,"Rajpur-Mussoorie Road, Dehradun, Uttarakhand, 248001, India","kusrana, Dehradun, Uttarakhand, 248001, India"
A537,RANCHIRES12DEL02,29,4,0.0,0.0,0.05,0.05,19-03-2022,21:00:00,21:10:00,conditions Fog,Jam ,1,Snack ,motorcycle ,1,No ,Urban ,(min) 31,,
AB6E,RANCHIRES02DEL02,36,4.7,0.0,0.0,0.05,0.05,17-03-2022,17:25:00,17:40:00,conditions Cloudy,Medium ,1,Meal ,motorcycle ,1,No ,Urban ,(min) 15,,
BF10,KOLRES010DEL02,NaN ,NaN ,-22.538999,-88.322337,22.668999,88.452337,18-02-2022,NaN ,19:30:00,conditions Stormy,Jam ,1,Buffet ,motorcycle ,1,No ,Metropolitian ,(min) 22,,"Old Jessore Road, New Town, Bidhannagar, North 24 Parganas, West Bengal, 700133, India"
82F6,INDORES14DEL01,31,4.2,22.761593,75.886362,22.801593,75.926362,01-03-2022,12:10:00,12:25:00,conditions Stormy,High ,1,Snack ,motorcycle ,1,No ,Metropolitian ,(min) 34,"Vrindavan Restaurant, 13 Old, Indore City, Indore, Juni Indore Tahsil, Indore, Madhya Pradesh, 452001, India","Arandiya, Kanadiya Tahsil, Indore, Madhya Pradesh, 453771, India"
1D56,CHENRES11DEL03,34,4.7,13.064181,80.236442,13.154181,80.326442,14-03-2022,21:50:00,22:00:00,conditions Cloudy,Jam ,0,Snack ,motorcycle ,1,No ,Metropolitian ,(min) 51,"Sterling Avenue, Ward 110, Zone 9 Teynampet, Chennai, Tamil Nadu, 600001, India","Ernavur, Zone 1 Tiruvottiyur, Mathavaram, Thiruvallur, Tamil Nadu, 600057, India"
6FE2,PUNERES12DEL01,29,4.4,18.520016,73.830547,18.560016,73.870547,15-03-2022,12:45:00,12:50:00,conditions Sunny,High ,0,Buffet ,motorcycle ,1,No ,Metropolitian ,(min) 44,"Vishnushastri Chiplunkar Path, Erandwane, Pune City, Pune, Maharashtra, 411004, India","Ward 16, Khadki, Pune City, Pune, Maharashtra, 411001, India"
55AB,COIMBRES09DEL02,20,4.8,11.008638,76.984311,11.088638,77.064311,14-03-2022,23:25:00,23:40:00,conditions Sunny,Low ,0,Drinks ,motorcycle ,1,No ,Metropolitian ,(min) 29,"Red Fields, Ward 71, Central Zone, Coimbatore, Coimbatore North, Coimbatore, Tamil Nadu, 641001, India","Vellanaipatti, Coimbatore North, Coimbatore, Tamil Nadu, 641048, India"
6ABE,PUNERES15DEL02,25,4.5,18.636215,73.751081,18.656215,73.771081,09-03-2022,11:35:00,11:40:00,conditions Sunny,High ,2,Meal ,scooter ,0,No ,Urban ,(min) 17,"Blue Water, Aundh-Ravet Road, Punawale, Mulshi, Pune, Maharashtra, 412110, India","Nigdi, Pimpri-Chinchwad, Haveli, Pune, Maharashtra, 411044, India"
9CF0,SURRES03DEL03,29,4.7,21.186884,72.793616,21.276884,72.883616,06-04-2022,22:00:00,22:10:00,conditions Windy,Jam ,2,Buffet ,electric_scooter ,1,No ,Urban ,(min) 23,"Surat, Gujarat, 359009, India","Adajan Taluka, Surat, Gujarat, 394105, India"
7696,INDORES18DEL03,32,4.4,22.753839,75.897429,22.843839,75.987429,23-03-2022,19:35:00,19:50:00,conditions Stormy,Jam ,0,Meal ,motorcycle ,1,No ,Metropolitian ,(min) 37,"raddison, Indore City, Indore, Juni Indore Tahsil, Indore, Madhya Pradesh, 452001, India","Palasiya, Sanwer Tahsil, Indore, Madhya Pradesh, India"
BD95,CHENRES09DEL02,32,3.7,13.044694,80.26147,13.124694,80.34147,04-03-2022,20:00:00,20:15:00,conditions Sandstorms,Jam ,2,Meal ,scooter ,1,No ,Metropolitian ,(min) 35,"Kaidhi Kitchen, 20/3, Bishop Wallers East Av, CIT Colony, Ward 119, Zone 9 Teynampet, Chennai, Tamil Nadu, 600004, India","Chennai, Tamil Nadu, 600001, India"
B3D2,CHENRES13DEL03,36,4.3,13.027018,80.254791,13.087018,80.314791,03-03-2022,22:25:00,22:40:00,conditions Windy,Low ,0,Meal ,motorcycle ,NaN ,No ,Metropolitian ,(min) 22,"RA Puram 2nd Main Road, Ward 123, Zone 9 Teynampet, Chennai, Tamil Nadu, 600001, India","George Town, Zone 5 Royapuram, Chennai, Tamil Nadu, 600001, India"
C979,GOARES09DEL01,21,4.8,15.303897,73.914336,15.343897,73.954336,13-02-2022,14:55:00,15:05:00,conditions Cloudy,High ,2,Meal ,scooter ,1,No ,Metropolitian ,(min) 21,"Martin's Corner, Dabolim-Cavelossim Road, Betalbatim, Salcete, South Goa, Goa, 403713, India","Verna, Poriebhat, Salcete, South Goa, Goa, 403722, India"
5386,MYSRES13DEL02,32,5,12.310972,76.659264,12.360972,76.709264,26-03-2022,21:10:00,21:15:00,conditions Sandstorms,Jam ,1,Drinks ,motorcycle ,0,No ,Urban ,(min) 26,"Pai Vista, Bangalore Nilgiri Road, Mandi Mohalla, Mysuru, Mysuru taluk, Mysuru, Karnataka, 570001, India","Hebbadi Hundi, Srirangapattana taluk, Mandya, Karnataka, 570020, India"
5C33,PUNERES03DEL01,35,4.8,18.554382,73.798206,18.594382,73.838206,19-03-2022,14:10:00,14:15:00,conditions Sunny,High ,1,Meal ,scooter ,1,No ,Urban ,(min) 20,"Elaichi Pure Veg, Dr. Bhabha Marg, Aundh, Pune City, Pune, Maharashtra, 411027, India","CME Dapodi-Old Nashik Highway, Ganesh Nagar, Pimpri-Chinchwad, Haveli, Pune, Maharashtra, 411018, India"
6F8E,MYSRES04DEL01,22,4.6,12.3085,76.665808,12.3185,76.675808,13-03-2022,08:40:00,08:55:00,conditions Stormy,Low ,2,Snack ,electric_scooter ,1,No ,Urban ,(min) 14,"Century Layout, Nazarbad, Mysuru, Mysuru taluk, Mysuru, Karnataka, 570001, India","Kyathamaranahalli Road, Gayathripuram, Mysuru, Mysuru taluk, Mysuru, Karnataka, 570001, India"
7D7D,VADRES09DEL01,31,4.9,0.0,0.0,0.01,0.01,05-03-2022,11:45:00,11:55:00,conditions Sandstorms,High ,1,Drinks ,scooter ,1,No ,Metropolitian ,(min) 32,,
B8F7,BANGRES07DEL01,32,4.8,12.978453,77.643685,12.988453,77.653685,05-04-2022,10:35:00,10:40:00,conditions Fog,Low ,2,Drinks ,scooter ,0,No ,Metropolitian ,(min) 16,"510, Chinmaya Mission Hospital Road, Old Binnamangala, Bengaluru, Bangalore East, Bengaluru Urban, Karnataka, 560038, India","Swamy Vivekananda Road, Ramaswamy Layout, Baiyyappanahalli, Bangalore East, Bengaluru Urban, Karnataka, 560093, India"
1A9E,JAPRES11DEL03,35,4.9,26.90294,75.793007,26.96294,75.853007,09-03-2022,23:35:00,23:40:00,conditions Sunny,Low ,2,Drinks ,scooter ,1,No ,Metropolitian ,(min) 16,"Bardar Patel Nagar, Bais Godam, Jaipur, Jaipur Municipal Corporation, Jaipur Tehsil, Jaipur, Rajasthan, 302001, India","Lake Road, Jaipur, Jaipur Municipal Corporation, Jaipur Tehsil, Jaipur, Rajasthan, 302001, India"
3C5B,HYDRES13DEL02,36,4.7,17.431477,78.40035,17.481477,78.45035,26-03-2022,23:30:00,23:35:00,conditions Fog,Low ,0,Meal ,motorcycle ,1,No ,Urban ,(min) 24,"Road Number 45, CBI Colony, Ward 95 Jubilee Hills, Greater Hyderabad Municipal Corporation Central Zone, Hyderabad, Shaikpet mandal, Hyderabad, Telangana, 500033, India","Jeedimetla Main Road, Idpl, Ward 120 Balanagar, Greater Hyderabad Municipal Corporation West Zone, Hyderabad, Balanagar mandal, Medchal–Malkajgiri, Telangana, 500037, India"
A44B,VADRES13DEL01,35,4.2,22.310237,73.158921,22.420237,73.268921,25-03-2022,17:20:00,17:30:00,conditions Cloudy,Medium ,2,Buffet ,electric_scooter ,1,No ,Metropolitian ,(min) 33,"Race Course area, Saiyed Vasna, Vadodara Rural Taluka, Vadodara, Gujarat, 390007, India","Vagodhia Taluka, Vadodara, Gujarat, India"
AB88,VADRES11DEL02,27,4.2,22.308096,73.167753,22.438096,73.297753,27-03-2022,19:30:00,19:40:00,conditions Windy,Jam ,0,Drinks ,motorcycle ,1,No ,Metropolitian ,(min) 34,"Shiv Mahal Party Plot, Vadodara Rural Taluka, Vadodara, Gujarat, 390007, India","Vagodhia Taluka, Vadodara, Gujarat, India"
72BE,CHENRES11DEL01,27,4.7,13.064181,80.236442,13.134181,80.306442,27-03-2022,19:35:00,19:45:00,conditions Windy,Jam ,2,Drinks ,motorcycle ,1,No ,Metropolitian ,(min) 24,"Sterling Avenue, Ward 110, Zone 9 Teynampet, Chennai, Tamil Nadu, 600001, India","Chennai Port Road, Ward 43, Zone 4 Tondiarpet, Chennai, Tamil Nadu, 600001, India"
5F59,MYSRES19DEL02,29,4.9,12.334022,76.618203,12.384022,76.668203,05-04-2022,22:25:00,22:30:00,conditions Stormy,Low ,2,Meal ,electric_scooter ,0,No ,Metropolitian ,(min) 12,"Oyster Bay, Kannada Parisath Road, Jayalakshmipuram, Mysuru, Mysuru taluk, Mysuru, Karnataka, 570001, India","Bangalore-Mysore Road, Kalastavadi, Mysuru taluk, Mysuru, Karnataka, 570003, India"
201A,PUNERES17DEL03,32,4,18.530963,73.828972,18.590963,73.888972,07-03-2022,18:30:00,18:45:00,conditions Windy,Medium ,2,Drinks ,electric_scooter ,1,No ,Metropolitian ,(min) 31,"Model Colony, Pune City, Pune, Maharashtra, 411016, India","Dhanori Road, Ward 1, Pune City, Pune, Maharashtra, 411015, India"
3A53,MYSRES17DEL01,27,4.5,12.326356,76.619103,12.336356,76.629103,07-03-2022,09:15:00,09:30:00,conditions Fog,Low ,1,Snack ,motorcycle ,0,No ,Metropolitian ,(min) 15,"Mezzaluna Restaurant, Kannada Parisath Road, Jayalakshmipuram, Mysuru, Mysuru taluk, Mysuru, Karnataka, 570001, India","Zen Kitchen, 4th Cross Road, Brindavan Extension, Mysuru, Mysuru taluk, Mysuru, Karnataka, 570001, India"
882C,MYSRES02DEL02,30,4.4,12.304569,76.643622,12.434569,76.773622,04-04-2022,21:45:00,21:50:00,conditions Cloudy,Jam ,2,Buffet ,motorcycle ,2,No ,Metropolitian ,(min) 41,"College Road, Chamarajapuram, Mysuru, Mysuru taluk, Mysuru, Karnataka, 570001, India","Kalenahalli, Srirangapattana taluk, Mandya, Karnataka, 570014, India"
A906,VADRES09DEL03,34,4.6,0.0,0.0,0.06,0.06,13-03-2022,23:10:00,23:25:00,conditions Fog,Low ,0,Meal ,motorcycle ,0,No ,Urban ,(min) 20,,
215E,MUMRES13DEL02,20,4.5,19.178321,72.834715,19.228321,72.884715,26-03-2022,21:35:00,21:40:00,conditions Cloudy,Jam ,1,Buffet ,scooter ,0,No ,Metropolitian ,(min) 27,"Joey's Pizza, Shop 1 samruddhi commercial complex, plot 1, Chincholi Bundar Road, Bangur Nagar, P/S Ward, Zone 4, Mumbai Suburban, Maharashtra, 400064, India","Mafco Road, Navapada, R/C Ward, Zone 4, Mumbai Suburban, Maharashtra, 400066, India"
3B77,PUNERES19DEL03,26,4.7,18.563934,73.915367,18.593934,73.945367,19-03-2022,21:35:00,21:50:00,conditions Sunny,Jam ,2,Drinks ,electric_scooter ,1,No ,Urban ,(min) 16,"Pune City, Pune, Maharashtra, 411011, India","Haveli, Pune, Maharashtra, 411047, India"
9C72,COIMBRES12DEL03,24,4.8,11.000762,76.981876,11.090762,77.071876,31-03-2022,18:40:00,18:50:00,conditions Sandstorms,Medium ,2,Drinks ,motorcycle ,1,No ,Metropolitian ,(min) 15,"Race Course Walking Path, Racecourse, Ward 71, Central Zone, Coimbatore, Coimbatore North, Coimbatore, Tamil Nadu, 641001, India","Vellanaipatti, Coimbatore North, Coimbatore, Tamil Nadu, 641062, India"
F56,RANCHIRES16DEL01,31,4.8,23.371292,85.327872,23.481292,85.437872,27-03-2022,17:35:00,17:50:00,conditions Cloudy,Medium ,0,Buffet ,motorcycle ,1,No ,Metropolitian ,(min) 35,"Hazaribagh Road, Lālpur, Ranchi, Kanke, Ranchi, Jharkhand, 834001, India","Ormanjhi, Ranchi, Jharkhand, India"
B4AF,SURRES05DEL03,35,4.5,21.175104,72.804342,21.235104,72.864342,05-04-2022,18:45:00,19:00:00,conditions Sandstorms,Medium ,0,Drinks ,motorcycle ,0,No ,Metropolitian ,(min) 26,"Ghod Dhod Road, Surat, Chorasi Taluka, Surat, Gujarat, 395007, India","Amroli, Adajan Taluka, Surat, Gujarat, 394105, India"
3333,CHENRES010DEL01,31,5,13.066762,80.251865,13.106762,80.291865,11-03-2022,13:00:00,13:10:00,conditions Sandstorms,High ,1,Drinks ,scooter ,1,No ,Metropolitian ,(min) 31,"College Lane, CMWSSB Division 111, Zone 9 Teynampet, Chennai, Tamil Nadu, 600001, India","Ward 52, Zone 5 Royapuram, Chennai, Tamil Nadu, 600001, India"
E71,COIMBRES18DEL02,NaN ,NaN ,11.02091,76.940432,11.07091,76.990432,13-03-2022,NaN ,22:55:00,conditions Stormy,Low ,1,Snack ,motorcycle ,1,No ,Metropolitian ,(min) 19,"bharthi park no2 road, Saibaba Colony, Ward 22, West Zone, Coimbatore, Coimbatore North, Coimbatore, Tamil Nadu, 641001, India","Sivanandhapuram, Ward 29, North Zone, Chinnavedampatti, Coimbatore North, Coimbatore, Tamil Nadu, 641001, India"
288E,COIMBRES14DEL01,22,4.7,11.003681,76.975525,11.073681,77.045525,06-04-2022,18:30:00,18:40:00,conditions Windy,Medium ,2,Meal ,motorcycle ,0,No ,Urban ,(min) 27,"Ward 73, Central Zone, Coimbatore, Coimbatore North, Coimbatore, Tamil Nadu, 641001, India","Kalapatti, Ward 34, East Zone, Kalapatti, Coimbatore North, Coimbatore, Tamil Nadu, 641048, India"
B924,HYDRES03DEL01,27,4.8,17.422819,78.449578,17.492819,78.519578,27-03-2022,19:40:00,19:55:00,conditions Sandstorms,Jam ,1,Meal ,scooter ,0,No ,Metropolitian ,(min) 15,"Road Number 1, Dwarkapuri Colony, Ward 91 Khairatabad, Greater Hyderabad Municipal Corporation Central Zone, Hyderabad, Khairatabad mandal, Hyderabad, Telangana, 500034, India","Hislop Road, Usha Officers Colony, Alwal mandal, Medchal–Malkajgiri, Telangana, 500056, India"
E1D6,KOLRES18DEL03,32,3.8,22.569367,88.433187,22.659367,88.523187,18-02-2022,18:40:00,18:45:00,conditions Sandstorms,Medium ,1,Snack ,motorcycle ,1,No ,Metropolitian ,(min) 34,"Apollo Pharmacy, Ring Road, GP Block, Sector V, Bidhannagar, North 24 Parganas, West Bengal, 700091, India","Barasat - II, North 24 Parganas, West Bengal, 700128, India"
2FA6,COIMBRES17DEL02,29,4.9,11.026117,76.944652,11.046117,76.964652,28-03-2022,09:30:00,09:40:00,conditions Stormy,Low ,1,Buffet ,motorcycle ,0,No ,Urban ,(min) 11,"Saibaba Colony, Ward 22, West Zone, Coimbatore, Coimbatore North, Coimbatore, Tamil Nadu, 641001, India","Ward 41, North Zone, Coimbatore, Coimbatore North, Coimbatore, Tamil Nadu, 641001, India"
906B,COIMBRES06DEL03,32,4.8,11.021278,76.995017,11.051278,77.025017,13-03-2022,17:50:00,18:05:00,conditions Windy,Medium ,2,Drinks ,electric_scooter ,0,No ,Metropolitian ,(min) 28,"The Cascade, Avanishi Road, Peelamedu, Ward 56, East Zone, Coimbatore South, Coimbatore, Tamil Nadu, 641028, India","Ward 36, East Zone, Coimbatore, Coimbatore North, Coimbatore, Tamil Nadu, 641001, India"
DD4A,GOARES09DEL02,32,4.8,15.303897,73.914336,15.383897,73.994336,14-02-2022,22:25:00,22:30:00,conditions Sunny,Low ,2,Drinks ,electric_scooter ,1,No ,Metropolitian ,(min) 25,"Martin's Corner, Dabolim-Cavelossim Road, Betalbatim, Salcete, South Goa, Goa, 403713, India","Ponda, South Goa, Goa, 403401, India"
1CD8,INDORES12DEL02,32,4.2,22.74806,75.8934,22.87806,76.0234,02-03-2022,18:30:00,18:45:00,conditions Cloudy,Medium ,1,Buffet ,motorcycle ,1,No ,Metropolitian ,(min) 32,"Indore City, Indore, Juni Indore Tahsil, Indore, Madhya Pradesh, 452001, India","Tigriya Chhota, Dewas Tahsil, Dewas, Madhya Pradesh, India"
A5C6,COIMBRES13DEL02,24,5,11.003669,76.976494,11.083669,77.056494,27-03-2022,18:40:00,18:50:00,conditions Fog,Medium ,2,Buffet ,motorcycle ,0,No ,Metropolitian ,(min) 32,"Bishop Appasamy College, Thirugnanasambandam Road, Ward 71, Central Zone, Coimbatore, Coimbatore North, Coimbatore, Tamil Nadu, 641001, India","Coimbatore, Coimbatore North, Coimbatore, Tamil Nadu, 641001, India"
7A4E,MUMRES08DEL01,34,4.7,19.065838,72.832658,19.135838,72.902658,23-03-2022,21:30:00,21:40:00,conditions Windy,Jam ,0,Buffet ,motorcycle ,2,No ,Metropolitian ,(min) 37,"Surya Kiran, 462, 14th Road, Linking Road Shopping area, Bandra West, Zone 3, Mumbai Suburban, Maharashtra, 400050, India","Pipeline Road, T Ward, Zone 6, Mumbai Suburban, Maharashtra, 400087, India"
85CE,VADRES01DEL03,24,4.7,22.307898,73.167788,22.337898,73.197788,07-03-2022,19:30:00,19:45:00,conditions Cloudy,Jam ,1,Drinks ,scooter ,1,No ,Urban ,(min) 28,"Shiv Mahal Party Plot, Vadodara Rural Taluka, Vadodara, Gujarat, 390007, India","Vadodara Rural Taluka, Vadodara, Gujarat, 390008, India"
